"TIME","GEO","UNIT","NA_ITEM","Value"
"1975","Lithuania","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Lithuania","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Luxembourg","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Luxembourg","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Luxembourg","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Hungary","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Hungary","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Hungary","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Malta","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Malta","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Netherlands","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Netherlands","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Austria","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Austria","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Poland","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Poland","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Portugal","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Portugal","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Romania","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Romania","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Slovenia","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Slovenia","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Slovenia","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Slovakia","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Slovakia","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Slovakia","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Finland","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Finland","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Finland","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Sweden","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Sweden","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Sweden","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Iceland","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Iceland","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Iceland","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Liechtenstein","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Liechtenstein","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Liechtenstein","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Norway","Chain linked volumes, index 2010=100","Gross domestic product at market prices","37.0"
"1975","Norway","Chain linked volumes, index 2005=100","Gross domestic product at market prices","38.8"
"1975","Norway","Current prices, million euro","Gross domestic product at market prices","26,553.1"
"1975","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Switzerland","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Switzerland","Current prices, million euro","Gross domestic product at market prices",":"
"1975","United Kingdom","Chain linked volumes, index 2010=100","Gross domestic product at market prices","44.4"
"1975","United Kingdom","Chain linked volumes, index 2005=100","Gross domestic product at market prices","45.8"
"1975","United Kingdom","Current prices, million euro","Gross domestic product at market prices","195,121.7"
"1975","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Montenegro","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Montenegro","Current prices, million euro","Gross domestic product at market prices",":"
"1975","North Macedonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","North Macedonia","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","North Macedonia","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Albania","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Albania","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Serbia","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Serbia","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Turkey","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Turkey","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Bosnia and Herzegovina","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices",":"
"1975","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1975","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1975","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices",":"
"1976","European Union - 27 countries (from 2020)","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","European Union - 27 countries (from 2020)","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","European Union - 27 countries (from 2020)","Current prices, million euro","Gross domestic product at market prices",":"
"1976","European Union - 28 countries (2013-2020)","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","European Union - 28 countries (2013-2020)","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","European Union - 28 countries (2013-2020)","Current prices, million euro","Gross domestic product at market prices",":"
"1976","European Union - 15 countries (1995-2004)","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","European Union - 15 countries (1995-2004)","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","European Union - 15 countries (1995-2004)","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Euro area - 19 countries  (from 2015)","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Euro area - 19 countries  (from 2015)","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Euro area - 19 countries  (from 2015)","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Euro area - 12 countries (2001-2006)","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Euro area - 12 countries (2001-2006)","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Euro area - 12 countries (2001-2006)","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Belgium","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Belgium","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Bulgaria","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Bulgaria","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Czechia","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Czechia","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Czechia","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","53.8"
"1976","Denmark","Chain linked volumes, index 2005=100","Gross domestic product at market prices","54.3"
"1976","Denmark","Current prices, million euro","Gross domestic product at market prices","39,850.5"
"1976","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Estonia","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Estonia","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Ireland","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Ireland","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Greece","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Greece","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Spain","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Spain","Current prices, million euro","Gross domestic product at market prices",":"
"1976","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","49.6"
"1976","France","Chain linked volumes, index 2005=100","Gross domestic product at market prices","51.6"
"1976","France","Current prices, million euro","Gross domestic product at market prices","334,567.3"
"1976","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Croatia","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Croatia","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Italy","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Italy","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Cyprus","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Cyprus","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Latvia","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Latvia","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Lithuania","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Lithuania","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Luxembourg","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Luxembourg","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Luxembourg","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Hungary","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Hungary","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Hungary","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Malta","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Malta","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Netherlands","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Netherlands","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Austria","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Austria","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Poland","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Poland","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Portugal","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Portugal","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Romania","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Romania","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Slovenia","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Slovenia","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Slovenia","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Slovakia","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Slovakia","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Slovakia","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Finland","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Finland","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Finland","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Sweden","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Sweden","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Sweden","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Iceland","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Iceland","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Iceland","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Liechtenstein","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Liechtenstein","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Liechtenstein","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Norway","Chain linked volumes, index 2010=100","Gross domestic product at market prices","39.1"
"1976","Norway","Chain linked volumes, index 2005=100","Gross domestic product at market prices","41.1"
"1976","Norway","Current prices, million euro","Gross domestic product at market prices","32,161.7"
"1976","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Switzerland","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Switzerland","Current prices, million euro","Gross domestic product at market prices",":"
"1976","United Kingdom","Chain linked volumes, index 2010=100","Gross domestic product at market prices","45.7"
"1976","United Kingdom","Chain linked volumes, index 2005=100","Gross domestic product at market prices","47.1"
"1976","United Kingdom","Current prices, million euro","Gross domestic product at market prices","208,259.6"
"1976","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Montenegro","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Montenegro","Current prices, million euro","Gross domestic product at market prices",":"
"1976","North Macedonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","North Macedonia","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","North Macedonia","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Albania","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Albania","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Serbia","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Serbia","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Turkey","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Turkey","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Bosnia and Herzegovina","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices",":"
"1976","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1976","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1976","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices",":"
"1977","European Union - 27 countries (from 2020)","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1977","European Union - 27 countries (from 2020)","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1977","European Union - 27 countries (from 2020)","Current prices, million euro","Gross domestic product at market prices",":"
"1977","European Union - 28 countries (2013-2020)","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1977","European Union - 28 countries (2013-2020)","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1977","European Union - 28 countries (2013-2020)","Current prices, million euro","Gross domestic product at market prices",":"
"1977","European Union - 15 countries (1995-2004)","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1977","European Union - 15 countries (1995-2004)","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1977","European Union - 15 countries (1995-2004)","Current prices, million euro","Gross domestic product at market prices",":"
"1977","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1977","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1977","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Current prices, million euro","Gross domestic product at market prices",":"
"1977","Euro area - 19 countries  (from 2015)","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1977","Euro area - 19 countries  (from 2015)","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1977","Euro area - 19 countries  (from 2015)","Current prices, million euro","Gross domestic product at market prices",":"
"1977","Euro area - 12 countries (2001-2006)","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1977","Euro area - 12 countries (2001-2006)","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1977","Euro area - 12 countries (2001-2006)","Current prices, million euro","Gross domestic product at market prices",":"
"1977","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1977","Belgium","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1977","Belgium","Current prices, million euro","Gross domestic product at market prices",":"
"1977","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1977","Bulgaria","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1977","Bulgaria","Current prices, million euro","Gross domestic product at market prices",":"
"1977","Czechia","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1977","Czechia","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1977","Czechia","Current prices, million euro","Gross domestic product at market prices",":"
"1977","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","54.8"
"1977","Denmark","Chain linked volumes, index 2005=100","Gross domestic product at market prices","55.4"
"1977","Denmark","Current prices, million euro","Gross domestic product at market prices","43,593.7"
"1977","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1977","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1977","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices",":"
"1977","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1977","Estonia","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1977","Estonia","Current prices, million euro","Gross domestic product at market prices",":"
"1977","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1977","Ireland","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1977","Ireland","Current prices, million euro","Gross domestic product at market prices",":"
"1977","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1977","Greece","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1977","Greece","Current prices, million euro","Gross domestic product at market prices",":"
"1977","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1977","Spain","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1977","Spain","Current prices, million euro","Gross domestic product at market prices",":"
"1977","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","51.3"
"1977","France","Chain linked volumes, index 2005=100","Gross domestic product at market prices","53.4"
"1977","France","Current prices, million euro","Gross domestic product at market prices","358,989.4"
"1977","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1977","Croatia","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1977","Croatia","Current prices, million euro","Gross domestic product at market prices",":"
"1977","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1977","Italy","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1977","Italy","Current prices, million euro","Gross domestic product at market prices",":"
"1977","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1977","Cyprus","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1977","Cyprus","Current prices, million euro","Gross domestic product at market prices",":"
"1977","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"1977","Latvia","Chain linked volumes, index 2005=100","Gross domestic product at market prices",":"
"1977","Latvia","Current prices, million euro","Gross domestic product at market prices",":"
"1977","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
