"TIME","GEO","SEX","AGE","CITIZEN","UNIT","Value"
"1995","Luxembourg","Males","From 15 to 64 years","Total","Percentage",":"
"1995","Luxembourg","Females","From 15 to 64 years","Total","Percentage",":"
"1995","Hungary","Total","From 15 to 64 years","Total","Percentage",":"
"1995","Hungary","Males","From 15 to 64 years","Total","Percentage",":"
"1995","Hungary","Females","From 15 to 64 years","Total","Percentage",":"
"1995","Malta","Total","From 15 to 64 years","Total","Percentage",":"
"1995","Malta","Males","From 15 to 64 years","Total","Percentage",":"
"1995","Malta","Females","From 15 to 64 years","Total","Percentage",":"
"1995","Netherlands","Total","From 15 to 64 years","Total","Percentage","10.8"
"1995","Netherlands","Males","From 15 to 64 years","Total","Percentage","8.5"
"1995","Netherlands","Females","From 15 to 64 years","Total","Percentage","14.1"
"1995","Austria","Total","From 15 to 64 years","Total","Percentage","6.0"
"1995","Austria","Males","From 15 to 64 years","Total","Percentage","5.7"
"1995","Austria","Females","From 15 to 64 years","Total","Percentage","6.4"
"1995","Poland","Total","From 15 to 64 years","Total","Percentage",":"
"1995","Poland","Males","From 15 to 64 years","Total","Percentage",":"
"1995","Poland","Females","From 15 to 64 years","Total","Percentage",":"
"1995","Portugal","Total","From 15 to 64 years","Total","Percentage","10.1"
"1995","Portugal","Males","From 15 to 64 years","Total","Percentage","9.2"
"1995","Portugal","Females","From 15 to 64 years","Total","Percentage","11.3"
"1995","Romania","Total","From 15 to 64 years","Total","Percentage",":"
"1995","Romania","Males","From 15 to 64 years","Total","Percentage",":"
"1995","Romania","Females","From 15 to 64 years","Total","Percentage",":"
"1995","Slovenia","Total","From 15 to 64 years","Total","Percentage",":"
"1995","Slovenia","Males","From 15 to 64 years","Total","Percentage",":"
"1995","Slovenia","Females","From 15 to 64 years","Total","Percentage",":"
"1995","Slovakia","Total","From 15 to 64 years","Total","Percentage",":"
"1995","Slovakia","Males","From 15 to 64 years","Total","Percentage",":"
"1995","Slovakia","Females","From 15 to 64 years","Total","Percentage",":"
"1995","Finland","Total","From 15 to 64 years","Total","Percentage","16.5"
"1995","Finland","Males","From 15 to 64 years","Total","Percentage","13.4"
"1995","Finland","Females","From 15 to 64 years","Total","Percentage","19.5"
"1995","Sweden","Total","From 15 to 64 years","Total","Percentage","13.0"
"1995","Sweden","Males","From 15 to 64 years","Total","Percentage","11.0"
"1995","Sweden","Females","From 15 to 64 years","Total","Percentage","14.8"
"1995","Iceland","Total","From 15 to 64 years","Total","Percentage","6.2"
"1995","Iceland","Males","From 15 to 64 years","Total","Percentage","5.4"
"1995","Iceland","Females","From 15 to 64 years","Total","Percentage","6.9"
"1995","Norway","Total","From 15 to 64 years","Total","Percentage","13.2"
"1995","Norway","Males","From 15 to 64 years","Total","Percentage","10.4"
"1995","Norway","Females","From 15 to 64 years","Total","Percentage","16.1"
"1995","Switzerland","Total","From 15 to 64 years","Total","Percentage",":"
"1995","Switzerland","Males","From 15 to 64 years","Total","Percentage",":"
"1995","Switzerland","Females","From 15 to 64 years","Total","Percentage",":"
"1995","United Kingdom","Total","From 15 to 64 years","Total","Percentage","6.9"
"1995","United Kingdom","Males","From 15 to 64 years","Total","Percentage","6.1"
"1995","United Kingdom","Females","From 15 to 64 years","Total","Percentage","7.8"
"1995","Montenegro","Total","From 15 to 64 years","Total","Percentage",":"
"1995","Montenegro","Males","From 15 to 64 years","Total","Percentage",":"
"1995","Montenegro","Females","From 15 to 64 years","Total","Percentage",":"
"1995","North Macedonia","Total","From 15 to 64 years","Total","Percentage",":"
"1995","North Macedonia","Males","From 15 to 64 years","Total","Percentage",":"
"1995","North Macedonia","Females","From 15 to 64 years","Total","Percentage",":"
"1995","Serbia","Total","From 15 to 64 years","Total","Percentage",":"
"1995","Serbia","Males","From 15 to 64 years","Total","Percentage",":"
"1995","Serbia","Females","From 15 to 64 years","Total","Percentage",":"
"1995","Turkey","Total","From 15 to 64 years","Total","Percentage",":"
"1995","Turkey","Males","From 15 to 64 years","Total","Percentage",":"
"1995","Turkey","Females","From 15 to 64 years","Total","Percentage",":"
"1996","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Total","Percentage",":"
"1996","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage",":"
"1996","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage",":"
"1996","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage",":"
"1996","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage",":"
"1996","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Total","Percentage",":"
"1996","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Total","Percentage","11.8"
"1996","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Total","Percentage","11.1"
"1996","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Total","Percentage","12.8"
"1996","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Total","Percentage",":"
"1996","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Total","Percentage",":"
"1996","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Total","Percentage",":"
"1996","Belgium","Total","From 15 to 64 years","Total","Percentage","5.9"
"1996","Belgium","Males","From 15 to 64 years","Total","Percentage","4.5"
"1996","Belgium","Females","From 15 to 64 years","Total","Percentage","8.0"
"1996","Bulgaria","Total","From 15 to 64 years","Total","Percentage",":"
"1996","Bulgaria","Males","From 15 to 64 years","Total","Percentage",":"
"1996","Bulgaria","Females","From 15 to 64 years","Total","Percentage",":"
"1996","Czechia","Total","From 15 to 64 years","Total","Percentage",":"
"1996","Czechia","Males","From 15 to 64 years","Total","Percentage",":"
"1996","Czechia","Females","From 15 to 64 years","Total","Percentage",":"
"1996","Denmark","Total","From 15 to 64 years","Total","Percentage","11.3"
"1996","Denmark","Males","From 15 to 64 years","Total","Percentage","10.7"
"1996","Denmark","Females","From 15 to 64 years","Total","Percentage","11.9"
"1996","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","11.1"
"1996","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","11.0"
"1996","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","11.3"
"1996","Estonia","Total","From 15 to 64 years","Total","Percentage",":"
"1996","Estonia","Males","From 15 to 64 years","Total","Percentage",":"
"1996","Estonia","Females","From 15 to 64 years","Total","Percentage",":"
"1996","Ireland","Total","From 15 to 64 years","Total","Percentage","9.2"
"1996","Ireland","Males","From 15 to 64 years","Total","Percentage","7.1"
"1996","Ireland","Females","From 15 to 64 years","Total","Percentage","11.9"
"1996","Greece","Total","From 15 to 64 years","Total","Percentage","11.0"
"1996","Greece","Males","From 15 to 64 years","Total","Percentage","10.5"
"1996","Greece","Females","From 15 to 64 years","Total","Percentage","11.9"
"1996","Spain","Total","From 15 to 64 years","Total","Percentage","33.8"
"1996","Spain","Males","From 15 to 64 years","Total","Percentage","32.0"
"1996","Spain","Females","From 15 to 64 years","Total","Percentage","37.0"
"1996","France","Total","From 15 to 64 years","Total","Percentage","12.5"
"1996","France","Males","From 15 to 64 years","Total","Percentage","11.4"
"1996","France","Females","From 15 to 64 years","Total","Percentage","13.8"
"1996","Croatia","Total","From 15 to 64 years","Total","Percentage",":"
"1996","Croatia","Males","From 15 to 64 years","Total","Percentage",":"
"1996","Croatia","Females","From 15 to 64 years","Total","Percentage",":"
"1996","Italy","Total","From 15 to 64 years","Total","Percentage","7.4"
"1996","Italy","Males","From 15 to 64 years","Total","Percentage","6.5"
"1996","Italy","Females","From 15 to 64 years","Total","Percentage","8.8"
"1996","Cyprus","Total","From 15 to 64 years","Total","Percentage",":"
"1996","Cyprus","Males","From 15 to 64 years","Total","Percentage",":"
"1996","Cyprus","Females","From 15 to 64 years","Total","Percentage",":"
"1996","Latvia","Total","From 15 to 64 years","Total","Percentage",":"
"1996","Latvia","Males","From 15 to 64 years","Total","Percentage",":"
"1996","Latvia","Females","From 15 to 64 years","Total","Percentage",":"
"1996","Lithuania","Total","From 15 to 64 years","Total","Percentage",":"
"1996","Lithuania","Males","From 15 to 64 years","Total","Percentage",":"
"1996","Lithuania","Females","From 15 to 64 years","Total","Percentage",":"
"1996","Luxembourg","Total","From 15 to 64 years","Total","Percentage","2.6"
"1996","Luxembourg","Males","From 15 to 64 years","Total","Percentage","2.4"
"1996","Luxembourg","Females","From 15 to 64 years","Total","Percentage","3.1"
"1996","Hungary","Total","From 15 to 64 years","Total","Percentage",":"
"1996","Hungary","Males","From 15 to 64 years","Total","Percentage",":"
"1996","Hungary","Females","From 15 to 64 years","Total","Percentage",":"
"1996","Malta","Total","From 15 to 64 years","Total","Percentage",":"
"1996","Malta","Males","From 15 to 64 years","Total","Percentage",":"
"1996","Malta","Females","From 15 to 64 years","Total","Percentage",":"
"1996","Netherlands","Total","From 15 to 64 years","Total","Percentage","11.9"
"1996","Netherlands","Males","From 15 to 64 years","Total","Percentage","9.0"
"1996","Netherlands","Females","From 15 to 64 years","Total","Percentage","15.9"
"1996","Austria","Total","From 15 to 64 years","Total","Percentage","8.0"
"1996","Austria","Males","From 15 to 64 years","Total","Percentage","8.1"
"1996","Austria","Females","From 15 to 64 years","Total","Percentage","7.9"
"1996","Poland","Total","From 15 to 64 years","Total","Percentage",":"
"1996","Poland","Males","From 15 to 64 years","Total","Percentage",":"
"1996","Poland","Females","From 15 to 64 years","Total","Percentage",":"
"1996","Portugal","Total","From 15 to 64 years","Total","Percentage","10.7"
"1996","Portugal","Males","From 15 to 64 years","Total","Percentage","10.3"
"1996","Portugal","Females","From 15 to 64 years","Total","Percentage","11.2"
"1996","Romania","Total","From 15 to 64 years","Total","Percentage",":"
"1996","Romania","Males","From 15 to 64 years","Total","Percentage",":"
"1996","Romania","Females","From 15 to 64 years","Total","Percentage",":"
"1996","Slovenia","Total","From 15 to 64 years","Total","Percentage","8.4"
"1996","Slovenia","Males","From 15 to 64 years","Total","Percentage","7.8"
"1996","Slovenia","Females","From 15 to 64 years","Total","Percentage","9.1"
"1996","Slovakia","Total","From 15 to 64 years","Total","Percentage",":"
"1996","Slovakia","Males","From 15 to 64 years","Total","Percentage",":"
"1996","Slovakia","Females","From 15 to 64 years","Total","Percentage",":"
"1996","Finland","Total","From 15 to 64 years","Total","Percentage","17.3"
"1996","Finland","Males","From 15 to 64 years","Total","Percentage","14.0"
"1996","Finland","Females","From 15 to 64 years","Total","Percentage","20.5"
"1996","Sweden","Total","From 15 to 64 years","Total","Percentage","11.5"
"1996","Sweden","Males","From 15 to 64 years","Total","Percentage","9.7"
"1996","Sweden","Females","From 15 to 64 years","Total","Percentage","13.3"
"1996","Iceland","Total","From 15 to 64 years","Total","Percentage","6.2"
"1996","Iceland","Males","From 15 to 64 years","Total","Percentage","4.7"
"1996","Iceland","Females","From 15 to 64 years","Total","Percentage","7.6"
"1996","Norway","Total","From 15 to 64 years","Total","Percentage","13.2"
"1996","Norway","Males","From 15 to 64 years","Total","Percentage","11.6"
"1996","Norway","Females","From 15 to 64 years","Total","Percentage","14.9"
"1996","Switzerland","Total","From 15 to 64 years","Total","Percentage","11.9"
"1996","Switzerland","Males","From 15 to 64 years","Total","Percentage","11.8"
"1996","Switzerland","Females","From 15 to 64 years","Total","Percentage","12.1"
"1996","United Kingdom","Total","From 15 to 64 years","Total","Percentage","7.0"
"1996","United Kingdom","Males","From 15 to 64 years","Total","Percentage","5.9"
"1996","United Kingdom","Females","From 15 to 64 years","Total","Percentage","8.1"
"1996","Montenegro","Total","From 15 to 64 years","Total","Percentage",":"
"1996","Montenegro","Males","From 15 to 64 years","Total","Percentage",":"
"1996","Montenegro","Females","From 15 to 64 years","Total","Percentage",":"
"1996","North Macedonia","Total","From 15 to 64 years","Total","Percentage",":"
"1996","North Macedonia","Males","From 15 to 64 years","Total","Percentage",":"
"1996","North Macedonia","Females","From 15 to 64 years","Total","Percentage",":"
"1996","Serbia","Total","From 15 to 64 years","Total","Percentage",":"
"1996","Serbia","Males","From 15 to 64 years","Total","Percentage",":"
"1996","Serbia","Females","From 15 to 64 years","Total","Percentage",":"
"1996","Turkey","Total","From 15 to 64 years","Total","Percentage",":"
"1996","Turkey","Males","From 15 to 64 years","Total","Percentage",":"
"1996","Turkey","Females","From 15 to 64 years","Total","Percentage",":"
"1997","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Total","Percentage",":"
"1997","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage",":"
"1997","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage",":"
"1997","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage",":"
"1997","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage",":"
"1997","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Total","Percentage",":"
"1997","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Total","Percentage","12.2"
"1997","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Total","Percentage","11.5"
"1997","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Total","Percentage","13.2"
"1997","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Total","Percentage",":"
"1997","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Total","Percentage",":"
"1997","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Total","Percentage",":"
"1997","Belgium","Total","From 15 to 64 years","Total","Percentage","6.3"
"1997","Belgium","Males","From 15 to 64 years","Total","Percentage","4.6"
"1997","Belgium","Females","From 15 to 64 years","Total","Percentage","8.6"
"1997","Bulgaria","Total","From 15 to 64 years","Total","Percentage",":"
"1997","Bulgaria","Males","From 15 to 64 years","Total","Percentage",":"
"1997","Bulgaria","Females","From 15 to 64 years","Total","Percentage",":"
"1997","Czechia","Total","From 15 to 64 years","Total","Percentage","6.8"
"1997","Czechia","Males","From 15 to 64 years","Total","Percentage","5.8"
"1997","Czechia","Females","From 15 to 64 years","Total","Percentage","7.9"
"1997","Denmark","Total","From 15 to 64 years","Total","Percentage","11.1"
"1997","Denmark","Males","From 15 to 64 years","Total","Percentage","10.7"
"1997","Denmark","Females","From 15 to 64 years","Total","Percentage","11.6"
"1997","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","11.8"
"1997","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","11.5"
"1997","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","12.1"
"1997","Estonia","Total","From 15 to 64 years","Total","Percentage","2.2"
"1997","Estonia","Males","From 15 to 64 years","Total","Percentage","2.6"
"1997","Estonia","Females","From 15 to 64 years","Total","Percentage","1.8"
"1997","Ireland","Total","From 15 to 64 years","Total","Percentage","9.4"
"1997","Ireland","Males","From 15 to 64 years","Total","Percentage","7.1"
"1997","Ireland","Females","From 15 to 64 years","Total","Percentage","12.2"
"1997","Greece","Total","From 15 to 64 years","Total","Percentage","10.9"
"1997","Greece","Males","From 15 to 64 years","Total","Percentage","10.2"
"1997","Greece","Females","From 15 to 64 years","Total","Percentage","12.0"
"1997","Spain","Total","From 15 to 64 years","Total","Percentage","33.6"
"1997","Spain","Males","From 15 to 64 years","Total","Percentage","32.4"
"1997","Spain","Females","From 15 to 64 years","Total","Percentage","35.8"
"1997","France","Total","From 15 to 64 years","Total","Percentage","13.0"
"1997","France","Males","From 15 to 64 years","Total","Percentage","12.0"
"1997","France","Females","From 15 to 64 years","Total","Percentage","14.2"
"1997","Croatia","Total","From 15 to 64 years","Total","Percentage",":"
"1997","Croatia","Males","From 15 to 64 years","Total","Percentage",":"
"1997","Croatia","Females","From 15 to 64 years","Total","Percentage",":"
"1997","Italy","Total","From 15 to 64 years","Total","Percentage","7.9"
"1997","Italy","Males","From 15 to 64 years","Total","Percentage","6.9"
"1997","Italy","Females","From 15 to 64 years","Total","Percentage","9.6"
"1997","Cyprus","Total","From 15 to 64 years","Total","Percentage",":"
"1997","Cyprus","Males","From 15 to 64 years","Total","Percentage",":"
"1997","Cyprus","Females","From 15 to 64 years","Total","Percentage",":"
"1997","Latvia","Total","From 15 to 64 years","Total","Percentage",":"
"1997","Latvia","Males","From 15 to 64 years","Total","Percentage",":"
"1997","Latvia","Females","From 15 to 64 years","Total","Percentage",":"
"1997","Lithuania","Total","From 15 to 64 years","Total","Percentage",":"
"1997","Lithuania","Males","From 15 to 64 years","Total","Percentage",":"
"1997","Lithuania","Females","From 15 to 64 years","Total","Percentage",":"
"1997","Luxembourg","Total","From 15 to 64 years","Total","Percentage","2.1"
"1997","Luxembourg","Males","From 15 to 64 years","Total","Percentage","1.8"
"1997","Luxembourg","Females","From 15 to 64 years","Total","Percentage","2.7"
"1997","Hungary","Total","From 15 to 64 years","Total","Percentage","6.5"
"1997","Hungary","Males","From 15 to 64 years","Total","Percentage","6.9"
"1997","Hungary","Females","From 15 to 64 years","Total","Percentage","6.1"
"1997","Malta","Total","From 15 to 64 years","Total","Percentage",":"
"1997","Malta","Males","From 15 to 64 years","Total","Percentage",":"
"1997","Malta","Females","From 15 to 64 years","Total","Percentage",":"
"1997","Netherlands","Total","From 15 to 64 years","Total","Percentage","11.3"
"1997","Netherlands","Males","From 15 to 64 years","Total","Percentage","8.7"
"1997","Netherlands","Females","From 15 to 64 years","Total","Percentage","14.9"
"1997","Austria","Total","From 15 to 64 years","Total","Percentage","7.8"
"1997","Austria","Males","From 15 to 64 years","Total","Percentage","7.3"
"1997","Austria","Females","From 15 to 64 years","Total","Percentage","8.4"
"1997","Poland","Total","From 15 to 64 years","Total","Percentage","5.4"
"1997","Poland","Males","From 15 to 64 years","Total","Percentage","6.1"
"1997","Poland","Females","From 15 to 64 years","Total","Percentage","4.6"
"1997","Portugal","Total","From 15 to 64 years","Total","Percentage","12.4"
"1997","Portugal","Males","From 15 to 64 years","Total","Percentage","11.8"
"1997","Portugal","Females","From 15 to 64 years","Total","Percentage","13.0"
"1997","Romania","Total","From 15 to 64 years","Total","Percentage","3.0"
"1997","Romania","Males","From 15 to 64 years","Total","Percentage","3.0"
"1997","Romania","Females","From 15 to 64 years","Total","Percentage","3.1"
"1997","Slovenia","Total","From 15 to 64 years","Total","Percentage","14.1"
"1997","Slovenia","Males","From 15 to 64 years","Total","Percentage","13.4"
"1997","Slovenia","Females","From 15 to 64 years","Total","Percentage","14.8"
"1997","Slovakia","Total","From 15 to 64 years","Total","Percentage",":"
"1997","Slovakia","Males","From 15 to 64 years","Total","Percentage",":"
"1997","Slovakia","Females","From 15 to 64 years","Total","Percentage",":"
"1997","Finland","Total","From 15 to 64 years","Total","Percentage","17.1"
"1997","Finland","Males","From 15 to 64 years","Total","Percentage","15.2"
"1997","Finland","Females","From 15 to 64 years","Total","Percentage","19.0"
"1997","Sweden","Total","From 15 to 64 years","Total","Percentage","11.9"
"1997","Sweden","Males","From 15 to 64 years","Total","Percentage","9.8"
"1997","Sweden","Females","From 15 to 64 years","Total","Percentage","13.8"
"1997","Iceland","Total","From 15 to 64 years","Total","Percentage","5.9"
"1997","Iceland","Males","From 15 to 64 years","Total","Percentage","5.5"
"1997","Iceland","Females","From 15 to 64 years","Total","Percentage","6.4"
"1997","Norway","Total","From 15 to 64 years","Total","Percentage","12.1"
"1997","Norway","Males","From 15 to 64 years","Total","Percentage","9.8"
"1997","Norway","Females","From 15 to 64 years","Total","Percentage","14.5"
"1997","Switzerland","Total","From 15 to 64 years","Total","Percentage","10.8"
"1997","Switzerland","Males","From 15 to 64 years","Total","Percentage","10.5"
"1997","Switzerland","Females","From 15 to 64 years","Total","Percentage","11.3"
"1997","United Kingdom","Total","From 15 to 64 years","Total","Percentage","7.3"
"1997","United Kingdom","Males","From 15 to 64 years","Total","Percentage","6.3"
"1997","United Kingdom","Females","From 15 to 64 years","Total","Percentage","8.3"
"1997","Montenegro","Total","From 15 to 64 years","Total","Percentage",":"
"1997","Montenegro","Males","From 15 to 64 years","Total","Percentage",":"
"1997","Montenegro","Females","From 15 to 64 years","Total","Percentage",":"
"1997","North Macedonia","Total","From 15 to 64 years","Total","Percentage",":"
"1997","North Macedonia","Males","From 15 to 64 years","Total","Percentage",":"
"1997","North Macedonia","Females","From 15 to 64 years","Total","Percentage",":"
"1997","Serbia","Total","From 15 to 64 years","Total","Percentage",":"
"1997","Serbia","Males","From 15 to 64 years","Total","Percentage",":"
"1997","Serbia","Females","From 15 to 64 years","Total","Percentage",":"
"1997","Turkey","Total","From 15 to 64 years","Total","Percentage",":"
"1997","Turkey","Males","From 15 to 64 years","Total","Percentage",":"
"1997","Turkey","Females","From 15 to 64 years","Total","Percentage",":"
"1998","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Total","Percentage",":"
"1998","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage",":"
"1998","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage",":"
"1998","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage",":"
"1998","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage",":"
"1998","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Total","Percentage",":"
"1998","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Total","Percentage","12.8"
"1998","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Total","Percentage","12.1"
"1998","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Total","Percentage","13.7"
"1998","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Total","Percentage",":"
"1998","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Total","Percentage",":"
"1998","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Total","Percentage",":"
"1998","Belgium","Total","From 15 to 64 years","Total","Percentage","7.8"
"1998","Belgium","Males","From 15 to 64 years","Total","Percentage","5.9"
"1998","Belgium","Females","From 15 to 64 years","Total","Percentage","10.4"
"1998","Bulgaria","Total","From 15 to 64 years","Total","Percentage",":"
"1998","Bulgaria","Males","From 15 to 64 years","Total","Percentage",":"
"1998","Bulgaria","Females","From 15 to 64 years","Total","Percentage",":"
"1998","Czechia","Total","From 15 to 64 years","Total","Percentage","5.7"
"1998","Czechia","Males","From 15 to 64 years","Total","Percentage","4.5"
"1998","Czechia","Females","From 15 to 64 years","Total","Percentage","7.0"
"1998","Denmark","Total","From 15 to 64 years","Total","Percentage","10.1"
"1998","Denmark","Males","From 15 to 64 years","Total","Percentage","9.3"
"1998","Denmark","Females","From 15 to 64 years","Total","Percentage","11.0"
"1998","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","12.3"
"1998","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","12.1"
"1998","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","12.5"
"1998","Estonia","Total","From 15 to 64 years","Total","Percentage","1.6"
"1998","Estonia","Males","From 15 to 64 years","Total","Percentage","2.0"
"1998","Estonia","Females","From 15 to 64 years","Total","Percentage","1.2"
"1998","Ireland","Total","From 15 to 64 years","Total","Percentage","8.8"
"1998","Ireland","Males","From 15 to 64 years","Total","Percentage","6.8"
"1998","Ireland","Females","From 15 to 64 years","Total","Percentage","11.3"
"1998","Greece","Total","From 15 to 64 years","Total","Percentage","13.4"
"1998","Greece","Males","From 15 to 64 years","Total","Percentage","12.4"
